epoch,loss,auc_roc,auc_pr,acc,val_loss,val_auc_roc,val_auc_pr,val_acc
1,1.107745963165324,0.6869669493151999,0.34153297014732253,0.5055417542518632,1.1556847216767654,0.7889770259458224,0.499225004595571,0.8120885697187313
2,1.0075218846550549,0.7991619939403078,0.5275981846887604,0.6642461303267724,1.1614751262196803,0.7975631500742941,0.5459158481317085,0.471573907839617
3,0.9525007119990662,0.8392232820590158,0.6117562548127373,0.7375310529333079,0.8985863256996652,0.8361801348725568,0.6342454227241657,0.6032315978456014
4,0.9228177674751129,0.858849589622663,0.6532833711309574,0.7573093827632333,0.965167901103615,0.843886158418105,0.6542578148228477,0.5667265110712149
5,0.9033484871702305,0.8691562929856551,0.6891850407348328,0.7742212879801261,0.7581025402678622,0.8575174305634928,0.6937565346630392,0.7660083782166367
6,0.8807775758772081,0.8820574733917367,0.7193181136320648,0.7938085228358495,0.7507868549340075,0.8579151903074635,0.7036518489734976,0.8485936564931179
7,0.8730708041520049,0.8871962727866816,0.7302588702920401,0.799732467036117,0.8603799798258902,0.8636461309863985,0.7119546104296602,0.6385397965290245
8,0.8641468400187959,0.8918506909694136,0.7391715937655097,0.8041276514427671,0.732762517649424,0.8736084123899875,0.7317857315340406,0.7690005984440454
9,0.8491228666037646,0.8978262397005797,0.7625093055429943,0.8102426906172367,0.7223947229391083,0.8694570808092353,0.7291057917708648,0.8019150209455416
10,0.8427978084075071,0.9030619496122437,0.7690752056384171,0.810433785591439,0.717893864136838,0.8654109041033262,0.7251011181018654,0.8420107719928187
11,0.8356601839741671,0.9052552748111486,0.7786488280903461,0.8184597745079304,0.715059267839652,0.8741021831066408,0.7333660945696563,0.8043087971274686
12,0.8276358337810567,0.9093502796780959,0.7888629652440401,0.8239059812726925,0.712781640172076,0.8715830380614927,0.7349952053040574,0.824655894673848
13,0.8285784569202134,0.9100312809896584,0.7831185876057563,0.8271545958341295,0.7415838235869942,0.879737112812893,0.7515298948927706,0.7552363853979653
14,0.8165794910538067,0.9157997559671516,0.7984526388310242,0.8257213835276133,0.6839043179505746,0.8837032803749001,0.7557845687905985,0.8306403351286654
15,0.8155288594233336,0.9154626113342746,0.8019508643747543,0.8316453277278808,0.6927574153149078,0.8756955080580638,0.751303175088571,0.8366247755834829
16,0.812911972725298,0.9176210624568716,0.8023613098451021,0.8345117523409135,0.7123096861003189,0.8704194765116013,0.7241839869481875,0.8408138839018552
17,0.8096507309546053,0.9187018160796625,0.8059670206406111,0.8314542327536786,0.7693839538318535,0.8641261858498114,0.7079885779460693,0.7660083782166367
18,0.8025519795475192,0.9224945789519383,0.8153617191275333,0.8371870819797439,0.6882417634316792,0.8706595039433077,0.7410537901793601,0.8635547576301615
19,0.7986963637672918,0.9226219364509216,0.8190626475570784,0.8402446015669788,0.7012806543684662,0.8684992570579494,0.738584082186844,0.8635547576301615
