Importance,Feature,Iteration
1.2208194685187854,Age,1
0.7683841571481076,Age,2
0.8708420587896828,Age,3
0.9721546995493909,Age,4
0.9010626303092113,Age,5
0.9048133596972177,Age,6
0.8670483821185883,Age,7
1.0177790299296756,Age,8
0.8501557841114723,Age,9
1.0910327790843377,Age,10
1.0226607044385239,Age,11
0.778476768669334,Age,12
0.9756047979559426,Age,13
0.5968240770485576,Age,14
0.9325573045597965,Age,15
1.0645199896697521,Age,16
0.9901352953942733,Age,17
0.935191404588036,Age,18
0.7295311817317243,Age,19
1.0381789893874442,Age,20
1.3321531419946064,Age,21
0.9282625762529071,Age,22
1.0459667633839487,Age,23
0.700155240112521,Age,24
1.1354689012997043,Age,25
0.9365657176462316,Age,26
0.7711900463086246,Age,27
1.1129072619274534,Age,28
0.7974451520247937,Age,29
0.8579721896300021,Age,30
0.001889680455053334,leftBreastFlag,1
0.00294904677074425,leftBreastFlag,2
-0.006098514195791536,leftBreastFlag,3
-0.014229866456851077,leftBreastFlag,4
-0.03690603191727891,leftBreastFlag,5
-0.020213854564478367,leftBreastFlag,6
-0.044607911347656994,leftBreastFlag,7
-0.033928353624484237,leftBreastFlag,8
0.016806703441002234,leftBreastFlag,9
-0.016892598007128543,leftBreastFlag,10
-0.01603365234574066,leftBreastFlag,11
-0.0031780989471101905,leftBreastFlag,12
-0.031179727508080464,leftBreastFlag,13
0.007444195731949238,leftBreastFlag,14
-0.0038652554761955315,leftBreastFlag,15
-0.010908609899526215,leftBreastFlag,16
0.017694280624415575,leftBreastFlag,17
-0.049618427705694704,leftBreastFlag,18
-0.016234073000068662,leftBreastFlag,19
-0.012111133825444285,leftBreastFlag,20
-0.045552751575158694,leftBreastFlag,21
0.032840355786742895,leftBreastFlag,22
-0.013829025148207563,leftBreastFlag,23
-0.06507944961052675,leftBreastFlag,24
-0.0021473641534447358,leftBreastFlag,25
-0.01806649041102115,leftBreastFlag,26
0.01554691647097084,leftBreastFlag,27
-0.004981884835999774,leftBreastFlag,28
0.03255404056628859,leftBreastFlag,29
-0.03911065911482449,leftBreastFlag,30
0.06502218656642592,ShiftDays,1
0.05485799624011085,ShiftDays,2
0.09313834121559787,ShiftDays,3
0.017923332800781518,ShiftDays,4
0.065594817007347,ShiftDays,5
0.09086213521293872,ShiftDays,6
-0.021072800225841282,ShiftDays,7
0.08483519982224827,ShiftDays,8
0.0531830522004232,ShiftDays,9
0.042431915672136875,ShiftDays,10
0.04403528090672342,ShiftDays,11
0.08403351720496124,ShiftDays,12
0.04606811897199142,ShiftDays,13
0.05185168642527823,ShiftDays,14
0.04709885376563192,ShiftDays,15
0.0952857053690551,ShiftDays,16
0.008560825091765962,ShiftDays,17
0.08168573239718852,ShiftDays,18
0.06268871751967839,ShiftDays,19
0.02270479698247825,ShiftDays,20
0.03530266668270484,ShiftDays,21
0.07441332579751685,ShiftDays,22
0.04296159883000729,ShiftDays,23
0.103173689692711,ShiftDays,24
0.06903059965287356,ShiftDays,25
0.07074849097562436,ShiftDays,26
0.0015747337125236432,ShiftDays,27
0.03707782104955648,ShiftDays,28
0.08320320306563628,ShiftDays,29
0.05251021143235059,ShiftDays,30
0.00984924358382282,maxOriginalImage,1
-0.0033928353624634007,maxOriginalImage,2
0.0021187326314067935,maxOriginalImage,3
0.002061469587305948,maxOriginalImage,4
0.005210937012365715,maxOriginalImage,5
0.002018522304242794,maxOriginalImage,6
0.00964882292949482,maxOriginalImage,7
0.004466517439167047,maxOriginalImage,8
-0.0002004206543279988,maxOriginalImage,9
0.0011166293598042429,maxOriginalImage,10
0.0063848294162458415,maxOriginalImage,11
0.002691363072340367,maxOriginalImage,12
0.0042374652628011066,maxOriginalImage,13
-0.003979781564397223,maxOriginalImage,14
0.0008589456613878791,maxOriginalImage,15
0.008503562047652636,maxOriginalImage,16
-0.00025768369840388267,maxOriginalImage,17
