epoch,loss,auc_roc,auc_pr,acc,val_loss,val_auc_roc,val_auc_pr,val_acc
1,1.176500483359248,0.5908537665144888,0.257994712296988,0.8003057519587234,1.0966797605522516,0.7022436849925706,0.36805262202842154,0.805505685218432
2,1.1711750697524648,0.6849484514881892,0.3396889367493822,0.8003057519587234,1.088816050923848,0.7430437764315921,0.4395798759818529,0.805505685218432
3,1.1665049734613122,0.7337546213149441,0.3639496252654385,0.7993502770877126,1.0837328104399264,0.78888330094868,0.4602604338301858,0.8096947935368043
4,1.1621852636382841,0.7495808827225656,0.36692236777116793,0.7594114274794573,1.0873151558876608,0.6344805120585211,0.2659923230007748,0.49970077797725915
5,1.1571541845787103,0.7814792949095845,0.43467534648896633,0.7387731702656221,1.0752757978182508,0.7764167333409533,0.4099054386788684,0.765409934171155
6,1.152550838564496,0.7825213185999642,0.4152149710973665,0.7374355054462067,1.0747735087989976,0.7266613327237399,0.34733600581919916,0.6457211250748055
7,1.1485979986673738,0.7914749877755081,0.450694909739377,0.7332314160137589,1.0686424250805329,0.7792067664875986,0.44982169571617403,0.703770197486535
8,1.144424301430301,0.8100028619020853,0.47940134313248084,0.764475444295815,1.0625460229185368,0.8008435249742827,0.5805856625493572,0.8300418910831837
9,1.1397742926220171,0.8187730780128232,0.48877732644089367,0.7637110643990063,1.068536526710241,0.8003394673676991,0.42923641470938495,0.5499700777977259
10,1.1339980084787198,0.8356561296116038,0.5231801596269142,0.765526466653927,1.0521247174338906,0.8046873928448965,0.568845868106183,0.8210652304009575
11,1.1292487927565673,0.8363359884472837,0.515782354311392,0.7787120198738773,1.0440713550286833,0.8182729454794833,0.5658365858004747,0.8210652304009575
12,1.1231324428949807,0.844998212025244,0.5893987228138404,0.7721192432639021,1.0363488280081163,0.8297302548862726,0.6235509351439428,0.8210652304009575
13,1.11845599144794,0.8456493090305864,0.596744363634465,0.7734569080833175,1.0348732547086559,0.8391061835638358,0.6038054315178468,0.7342908438061041
14,1.112515206594848,0.8517193690791187,0.6051584924299022,0.7545385056373017,1.0315151066212223,0.8485724082752313,0.6114196958096592,0.6768402154398564
15,1.1070492549628708,0.8501327556975272,0.6216571426067425,0.7770877125931588,1.0524290257196522,0.8287118527831754,0.5708810801282234,0.4314781567923399
16,1.1039107906050694,0.8480382546624441,0.617358649724489,0.7572138352761323,1.0146386667613423,0.8295999542804892,0.6420838903277672,0.8102932375822861
17,1.0959286652398614,0.8557962942652281,0.6338404394848034,0.7632333269635009,1.006199077101684,0.8416230426334438,0.647612909271133,0.812687013764213
18,1.0897503981689594,0.860209792846273,0.6390907474423894,0.7714504108541945,1.0003819171716037,0.8423465538918732,0.6383017065062573,0.7899461400359067
19,1.0841504619473734,0.8592163815046865,0.6431532655303527,0.7713548633670935,0.9899505213446991,0.8603737570008001,0.6400769328056122,0.7594254937163375
20,1.080101816507956,0.8618839770042455,0.6227280042902329,0.7454614943626983,0.9810775583336839,0.8616767630586353,0.6492499470753869,0.7953321364452424
21,1.0736296245706896,0.86396156939627,0.6276227402318532,0.748423466462832,0.9867670594540133,0.8490684649674248,0.6197989820289761,0.7031717534410533
22,1.0696159405073198,0.8628300612824062,0.6415396281368007,0.7507166061532582,0.9753996999159606,0.8507337981483598,0.6430287232493532,0.7713943746259725
23,1.0637296752813052,0.8649706897812386,0.6410433905882498,0.7485190139499331,0.9785828148084511,0.82629786261287,0.6232742054801443,0.8162776780371035
24,1.0593158000973018,0.866428403321406,0.629472216882867,0.7511943435887636,0.9702197839085176,0.8431020688078639,0.6246668172208637,0.7857570317175344
25,1.0535766511170286,0.8688123220593813,0.6463890771479268,0.7403019300592394,0.9670624747239209,0.8489415933249516,0.6040885749501345,0.6900059844404548
26,1.0488656144421893,0.8635018085393218,0.6273244846515686,0.7444104720045863,0.9519323169792718,0.8562052806034975,0.6325421386745752,0.7432675044883303
27,1.0453566134420198,0.8662171880926592,0.6150764334629177,0.6994076055799733,0.9595642318132036,0.8515476054406218,0.6132211511396691,0.6546977857570317
28,1.0394308132854675,0.8682954088464192,0.6404888611584305,0.7219568125358303,0.966024338307315,0.8526620185164019,0.616881437999698,0.5739078396169958
