epoch,loss,auc_roc,auc_pr,acc,val_loss,val_auc_roc,val_auc_pr,val_acc
1,1.1410121090344254,0.6254240584856254,0.274262339550839,0.48452130708962354,1.1634207451008238,0.676518459252486,0.35338541121341027,0.805505685218432
2,1.1006994322155894,0.6942359235546536,0.3562265469918149,0.5525511179055991,0.9946141862212934,0.7160178306092124,0.3821311262706648,0.5972471573907839
3,1.0780985617350602,0.7224070367374544,0.41529335279509005,0.6089241352952417,1.0399726671347855,0.7373185506915076,0.44687296260185044,0.4254937163375224
4,1.054270278694478,0.748840986779269,0.45670537227711616,0.6341486718899293,0.9625122052049437,0.7408755286318437,0.4513478971644056,0.6385397965290245
5,1.0254963241160178,0.7712190903150034,0.5287079998299471,0.6870819797439327,0.9250982662363012,0.7727900331466454,0.5396300652854497,0.748653500897666
6,1.000353083655184,0.794325150921064,0.568704724789339,0.6961589910185362,0.9388935812785196,0.7781346439593098,0.5505848748677751,0.582884500299222
7,0.9819521124905572,0.8075876393249337,0.6026701571276909,0.7146952035161476,0.8933141766587537,0.7856920790947536,0.5588369303557733,0.7348892878515859
8,0.9749456194602986,0.8116008143568091,0.6147480427615952,0.7325625836040512,0.9073996050210859,0.7945205166304722,0.5850846157217303,0.8336325553560742
9,0.9711395736044095,0.8156909922631533,0.6196370138158368,0.7251098796101663,0.9179996054447889,0.7925682935192594,0.5812961985181534,0.6594853381208857
10,0.9512584678260633,0.8264147564469914,0.6554713305668765,0.7539652207146952,0.8569990987908975,0.8073082638015775,0.6091191845662981,0.7193297426690605
11,0.9518064283490887,0.829521719608999,0.6476279311509887,0.7490922988725397,0.920650068975936,0.8124002743170647,0.6228159386024366,0.6367444643925793
12,0.9372580491993046,0.8402687046151456,0.6668748651433595,0.7651442767055227,0.8281578826447721,0.8218333523831295,0.6387686344431073,0.7301017354877319
13,0.9312022038041896,0.8432167208200235,0.6788663867025716,0.7736480030575196,0.8487654753889886,0.8113452966053264,0.618154959152991,0.75344105326152
14,0.9302933902693096,0.842113717479424,0.6799531770132698,0.7675329638830499,0.8451744138944798,0.8180706366441879,0.6157637547822358,0.8102932375822861
15,0.922355555631498,0.8497890418283269,0.6864128144860423,0.7891266959678961,0.8513254180488152,0.8221316721911076,0.6334220598783789,0.7109515260323159
16,0.9256666851572204,0.8473487133436612,0.6834325089189526,0.7712593158799923,0.8292026028955575,0.8148451251571609,0.6454181119874023,0.8144823459006583
17,0.9209875846351057,0.8489769985330611,0.6891825722746598,0.7927575004777374,0.8821131479661669,0.8178214653103213,0.637232216079609,0.7336923997606224
18,0.9117051337249599,0.8578614336701351,0.6982662057609107,0.7795719472577871,0.8461164363767486,0.8259138187221398,0.6519657559357003,0.698982645122681
19,0.9123977188760592,0.8550874736659309,0.7022195868744909,0.7836804892031339,0.8125308554447889,0.8271139558806722,0.6564113722354075,0.7672052663076002
20,0.9029534994337132,0.8638683433642715,0.709496313542149,0.790082170838907,0.7963012658786374,0.8349434221053835,0.6583377512833682,0.7911430281268701
21,0.910055955463674,0.8560583496707386,0.7053333902654169,0.7878845786355819,0.7866756637819794,0.8358029489084466,0.6659565029316469,0.7899461400359067
22,0.9063346362719908,0.8609712815837457,0.7070605975020943,0.7795719472577871,0.9027451036363073,0.82740427477426,0.6603573879840079,0.656493117893477
23,0.8961836357269782,0.8659300553415317,0.7187474846639954,0.7949550926810625,0.8127695354139783,0.8300011429877701,0.657458235239197,0.7905445840813884
24,0.8915181027847427,0.8678811185295878,0.7261467765080015,0.7996369195490158,0.8189198592692203,0.8206034975425763,0.6445461070714953,0.7462597247157391
25,0.8930691238482049,0.868069112936026,0.723997101917248,0.793330785400344,0.8025381886124396,0.8328426105840667,0.6616023112078273,0.7785757031717534
26,0.8904817327130896,0.8677482200225753,0.7281670678597923,0.8089050257978215,0.7959521263391939,0.8349868556406448,0.659528614060877,0.7965290245362059
27,0.8797776382420046,0.8756780594361654,0.7396506397468732,0.801930059239442,0.8264014782269224,0.8333752428849011,0.6758969604978694,0.7259126271693597
28,0.8844063728051137,0.873080269213017,0.7350319753523931,0.7982037072424996,0.7732423363439628,0.8437558578123214,0.6873500795971594,0.8049072411729503
29,0.8772280018939677,0.8771698473195232,0.7432868250478288,0.8081406459010128,0.8066132030110384,0.8299965710366899,0.6672981772899319,0.8013165769000599
30,0.8770434997197025,0.8767968860677352,0.7431618140480043,0.812631377794764,0.809840441463523,0.8326848782718026,0.6767635441818216,0.7857570317175344
31,0.8794824172679129,0.8764008753650212,0.7388972432421799,0.8093827632333269,0.777819498223077,0.8329683392387702,0.6845256181816829,0.8120885697187313
32,0.866878803296183,0.8835900762259908,0.7519047885931065,0.8052742212879801,0.7905780968018309,0.8352748885586924,0.6658648608859877,0.7947336923997607
33,0.8675139354470354,0.8809150831950937,0.7512922887507446,0.8251480986050067,0.7951228052181516,0.8287438564407361,0.6721176097666225,0.7959305804907241
34,0.8631272858150051,0.8845356749519018,0.7571105695247328,0.820084081788649,0.7659526302170996,0.8419796548176934,0.6995543022706671,0.8067025733093955
35,0.8539468775099877,0.8909851798028543,0.7657469549467134,0.8256258360405121,0.7985622330670725,0.8365298891301862,0.673856178143234,0.8467983243566727
36,0.8597250074039972,0.8858979060702028,0.7629504790910296,0.820084081788649,0.8185343990634117,0.8179700537204251,0.637835538948939,0.8318372232196289
37,0.8550452260243923,0.8906314121458896,0.7665924333977033,0.8225683164532773,0.8294461591025443,0.8370899531375015,0.6726660407359174,0.7414721723518851
38,0.8471580693445219,0.8955176672470444,0.773833827824929,0.8203707242499523,0.799387239539502,0.8344427934621099,0.6717944372990475,0.7947336923997607
39,0.8489937515302527,0.8941750295901254,0.7707856311936915,0.8206573667112554,0.8502953995636735,0.824222196822494,0.6548808343944178,0.6606822262118492
40,0.8450112338278414,0.8953207615287241,0.7761987678880518,0.8319319701891841,0.811863290271953,0.8384135329751972,0.6600998836622317,0.8282465589467385
41,0.842737580949436,0.893824917855984,0.7795033135399773,0.8315497802407796,0.8008753504316511,0.8322619727968911,0.6648704886707436,0.8025134649910234
42,0.834191078668613,0.9019111336559684,0.7865101746678018,0.8367093445442385,0.7660978489618399,0.8441421876785918,0.6852019998179588,0.8168761220825853
43,0.8325627912145579,0.9016611599329138,0.7865746051991769,0.8398624116185744,0.8100754231624728,0.8356086409875414,0.6702181511795523,0.7510472770795931
